election,state_reg,mimu_stregpcode,mimu_stregname,mimu_dspcode,mimu_dsname,mimu_twpcode,mimu_twname,ser_num,mimu_plcode,cons_num,dstot_eligv,dstot_ticketv,dstot_earlyv,dstot_totalv,dstot_pctv,dstot_invv,dstot_lostv,dstot_invlostv,cand_name,cand_party,dstot_val_ticketv,dstot_val_earlyv,dstot_val_totalv,cand_pctvalv,lu_name,lu_state,lu_consnm,lu_par,lu_gen,lu_byr,lu_age,lu_occ,lu_occrecode,lu_edu,lu_edurecode,lu_deg,lu_hideg,lu_nat,lu_rel,lu_wdvill,lu_urbrur,lu_vlnum,lu_fat,lu_fatnat,lu_fatrel,lu_mot,lu_motnat,lu_motrel
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006003,Thayetchaung,#REF!,MMR006003,Thayetchaung (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Ngwe Lwin,National Unity Party (NUP),457,51,508,0.0202,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006003,Thayetchaung,#REF!,MMR006003,Thayetchaung (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Zaw Nyunt,Union Solidarity and Development Party (USDP),4690,977,5667,0.2254,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006003,Thayetchaung,#REF!,MMR006003,Thayetchaung (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,Dr. Lae Lae Maw,National League for Democracy (NLD),18117,853,18970,0.7544,Dr. Lae Lae Maw,Tanintharyi Region,Thayetchaung,National League for Democracy (NLD),F,1965,50,private clinic,Own business,M.BB.S(RGN),M.B.B.S,,M.B.B.S,Bamar,Christian,"Myoma quarter, Thayatchaung township",Urban,,U Maung Maung,Bamar,Christian,Daw Yin Kyi,Bamar,Christian
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006003,Thayetchaung,#REF!,MMR006003,Thayetchaung (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Soe Htwe,Union Solidarity and Development Party (USDP),5634,356,5990,0.2576,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006003,Thayetchaung,#REF!,MMR006003,Thayetchaung (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Nyo Thein,National Unity Party (NUP),479,18,497,0.0214,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006003,Thayetchaung,#REF!,MMR006003,Thayetchaung (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,Daw Naw Aye Aye Lwin,Kayin People Party,1220,22,1242,0.0534,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006003,Thayetchaung,#REF!,MMR006003,Thayetchaung (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Wai Wai Lwin,National League for Democracy (NLD),14318,507,14825,0.6375,U Wai Wai Lwin,Tanintharyi Region,Thayetchaung,National League for Democracy (NLD),M,1975,41,agriculture,Own business,B.A (Myanmar),B.A,,Bachelor,Bamar,Buddhist,Yange village,Rural,,U Hla Saw,Bamar,Buddhist,Daw Kyin Nu,Bamar,Buddhist
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006003,Thayetchaung,#REF!,MMR006003,Thayetchaung (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Win Shein,Dawei Nationality Party,663,37,700,0.0301,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Ko Lay Lwin,Dawei Nationality Party,534,44,578,0.0226,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Tun Thit,National Unity Party (NUP),396,53,449,0.0175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Hla Htwe,National League for Democracy (NLD),16845,997,17842,0.6964,U Hla Htwe,Tanintharyi Region,Yebyu,National League for Democracy (NLD),M,1979,36,agriculture,Own business,B.Sc (Zoology),B.Sc,,Bachelor,Bamar,Buddhist,Kyauk Tanyar village,Rural,,U Si Hsan,Bamar,Buddhist,Daw Kyin Mya,Bamar,Buddhist
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Thura Aung,National Democratic Force (NDF),518,75,593,0.0231,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Than Myint,All Mon Regions Democracy Party,1006,103,1109,0.0433,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Aung Myo,Union Solidarity and Development Party (USDP),4006,1043,5049,0.1971,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Kyi Soe,National League for Democracy (NLD),13590,418,14008,0.5489,U Kyi Soe,Tanintharyi Region,Yebyu,National League for Democracy (NLD),M,1971,44,agriculture (rubber),Own business,L.L.B,L.L.B,,Bachelor,Bamar,Buddhist,(B) quarter,Urban,,U Tin Nyunt,Bamar,Buddhist,Daw Ohm Kyi,Bamar,Buddhist
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Khin Maung Myint,All Mon Regions Democracy Party,1770,74,1844,0.0723,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,Daw Htwe Htwe Lwin,Mon National Party,3366,88,3454,0.1353,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Tun Myint,National Unity Party (NUP),681,52,733,0.0287,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Phoe Myint,National Democratic Force (NDF),549,38,587,0.023,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D001,Dawei,MMR006004,Yebyu,#REF!,MMR006004,Yebyu (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Han Sein,Union Solidarity and Development Party (USDP),3696,1199,4895,0.1918,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006005,Myeik,#REF!,MMR006005,Myeik (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U San Maung,Union Solidarity and Development Party (USDP),10517,2818,13335,0.2151,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006005,Myeik,#REF!,MMR006005,Myeik (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Pyay Aye,National Unity Party (NUP),1369,121,1490,0.024,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006005,Myeik,#REF!,MMR006005,Myeik (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Phyo Win Tun,National League for Democracy (NLD),44780,2395,47175,0.7609,U Phyo Win Tun,Tanintharyi Region,Myeik,National League for Democracy (NLD),M,1977,38,trading,Own business,B.Sc (Zoology) Q,B.Sc,,Bachelor,Bamar,Buddhist,Kan Kaung District,Not Identifiable,,U Win Kyaw,Bamar,Buddhist,Daw Ohm Yi,Bamar,Buddhist
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006005,Myeik,#REF!,MMR006005,Myeik (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Kyi Than,National Unity Party (NUP),1755,69,1824,0.0321,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006005,Myeik,#REF!,MMR006005,Myeik (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,Daw Yi Yi Cho,National League for Democracy (NLD),42205,1037,43242,0.7602,Daw Yi Yi Cho,Tanintharyi Region,Myeik,National League for Democracy (NLD),F,1966,49,"agriculture (rubber), rice mill owner",Business owner,B.A(History),B.A,,Bachelor,Bamar,Buddhist,Kan Pyar quarter,Urban,,U Thein Aung,Bamar,Buddhist,Daw Mya Yi,Bamar,Buddhist
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006005,Myeik,#REF!,MMR006005,Myeik (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Yan Naing Phyo,Democratic Party (Myanmar),803,39,842,0.0148,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006005,Myeik,#REF!,MMR006005,Myeik (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Win Kyu,Union Solidarity and Development Party (USDP),10076,902,10978,0.193,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006006,Kyunsu,#REF!,MMR006006,Kyunsu (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Kyaw Soe Moe,National Unity Party (NUP),538,60,598,0.0171,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006006,Kyunsu,#REF!,MMR006006,Kyunsu (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Toe Lwin,National League for Democracy (NLD),21778,857,22635,0.6474,U Toe Lwin,Tanintharyi Region,Kyunsu,National League for Democracy (NLD),M,1955,60,retired teacher,Retired (Gov),B.Sc(Q)? B.Ed(Q),B.Sc,,Bachelor,Bamar,Buddhist,No. (1) quarter,Urban,,U Chain,Bamar,Buddhist,Daw Sein Tin,Bamar,Buddhist
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006006,Kyunsu,#REF!,MMR006006,Kyunsu (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Phoe Kyi,Democratic Party (Myanmar),806,38,844,0.0241,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006006,Kyunsu,#REF!,MMR006006,Kyunsu (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Thein Lwin,Union Solidarity and Development Party (USDP),9444,1441,10885,0.3113,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006006,Kyunsu,#REF!,MMR006006,Kyunsu (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Tin Soe,Union Solidarity and Development Party (USDP),9777,424,10201,0.286,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006006,Kyunsu,#REF!,MMR006006,Kyunsu (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,Dr. Htoo Nay Aung,National League for Democracy (NLD),23597,531,24128,0.6764,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006006,Kyunsu,#REF!,MMR006006,Kyunsu (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Min Thet Naing,Democratic Party (Myanmar),1004,23,1027,0.0288,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006006,Kyunsu,#REF!,MMR006006,Kyunsu (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Aung Ko Min,National Unity Party (NUP),309,4,313,0.0088,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,#REF!,MMR006007,Palaw (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Kyaw Htike,National Unity Party (NUP),438,45,483,0.0161,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,#REF!,MMR006007,Palaw (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Kyaw Min (a) U Phoe Min,National League for Democracy (NLD),20394,1156,21550,0.719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,#REF!,MMR006007,Palaw (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Hla Soe,Union Solidarity and Development Party (USDP),6727,1211,7938,0.2649,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,#REF!,MMR006007,Palaw (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Kyi Hlaing,National League for Democracy (NLD),14536,816,15352,0.6161,U Kyi Hlaing,Tanintharyi Region,Palaw,National League for Democracy (NLD),M,1966,50,tea shop owner,Own business,B.Sc (Botany),B.Sc,,Bachelor,Bamar,Buddhist,No. (2) quarter,Urban,,U Ohm Thwe,Bamar,Buddhist,Daw Yone,Bamar,Buddhist
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,#REF!,MMR006007,Palaw (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Saw Nyein Chan,Kayin People Party,564,25,589,0.0236,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,#REF!,MMR006007,Palaw (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Min Min Kyaw,Union Solidarity and Development Party (USDP),5821,1169,6990,0.2805,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,#REF!,MMR006007,Palaw (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Maung Kyaing (a) Naing Win Mon,All Mon Regions Democracy Party,1430,82,1512,0.0607,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006007,Palaw,#REF!,MMR006007,Palaw (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Wunna Linn,National Unity Party (NUP),421,53,474,0.019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006008,Tanintharyi,#REF!,MMR006008,Tanintharyi (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Khin Maung Kwal,Kayin People Party,174,24,198,0.0094,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006008,Tanintharyi,#REF!,MMR006008,Tanintharyi (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,Daw Aye Tin,National Unity Party (NUP),496,32,528,0.0251,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006008,Tanintharyi,#REF!,MMR006008,Tanintharyi (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Aye Aung,Union Solidarity and Development Party (USDP),3399,362,3761,0.1791,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006008,Tanintharyi,#REF!,MMR006008,Tanintharyi (1),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Aung Thura,National League for Democracy (NLD),15777,741,16518,0.7864,U Aung Thura,Tanintharyi Region,Tanintharyi,National League for Democracy (NLD),M,1977,38,Gardening (Rubber),Own business,B.Sc(Geology),B.Sc,,Bachelor,Bamar,Buddhist,Takuywarma,Not Identifiable,,U Kyaw Tin,Bamar,Buddhist,Daw In Kyu,Bamar,Buddhist
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006008,Tanintharyi,#REF!,MMR006008,Tanintharyi (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Htin Paw,Union Solidarity and Development Party (USDP),4901,860,5761,0.2324,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006008,Tanintharyi,#REF!,MMR006008,Tanintharyi (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Ye Myint Swe,National League for Democracy (NLD),17316,771,18087,0.7298,U Ye Myint Swe,Tanintharyi Region,Tanintharyi,National League for Democracy (NLD),M,1984,31,"trading (Oil, Diesel)",Own business,Second year (Geography),University Level,,Some University,Bamar,Buddhist,Chaung Gyi quarter,Urban,,U Myint Swe,Bamar,Buddhist,Daw Thaung Kyi,Bamar,Buddhist
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006008,Tanintharyi,#REF!,MMR006008,Tanintharyi (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Hla Kywal,National Unity Party (NUP),646,45,691,0.0279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Tanintharyi,MMR006,Tanintharyi,MMR006D002,Myeik,MMR006008,Tanintharyi,#REF!,MMR006008,Tanintharyi (2),#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,U Aung Kyaw Zaw,Kayin People Party,228,18,246,0.0099,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
