Lookup,Country,"RowIndex
(Caution: Do not change RowIndex number)",House,State_Region,SR_PCode,TS_PCode,Township,MIMU_Constituency_PCode,Constituency_Name,Constituency_Recode,RepEthnicGroup,Voters_TotalEligibleVoters,Voters_TicketVotes,Voters_EarlyVotes,Voters_Total,Voters_Percent,InvalidTicket_TotalInvalid,InvalidTicket_TotalLoss,InvalidTicket_TOTAL,FullName,Gender,PartyID,Party,ValidVote_Constituency_Total_Ticket,ValidVote_Constituency_Total_EarlyVote,ValidVote_Constituency_TOTAL,ValidVote_Candidate_Total_Ticket,ValidVote_Candidate_Total_EarlyVote,ValidVote_Candidate_TOTAL,ValidVote_PercentOfValid,Is_WinningCandidate,DataSource,PartyID,Party,Gender,DOB,Age,Occupation_Recoded,Occupation_Recoded1,Occupation_Recoded2,Education,Education_Recoded,Education_Highest,edhi_recode,Nationality,Religion,Ward_Village,PlaceOfResidence,Father,Father_Nationality,Father_Religion,Mother_Name,Mother_Nationality,Mother_Religion
State and Region HluttawKachin StateDaw Khaung Nwal34FALSE,Myanmar,3581,State and Region Hluttaw,Kachin ,MMR001,MMR001002,Waingmaw,,,S/R_Kachin_Waingmaw (1),,32984,20303,1334,21637,0.656,1415,0,1415,Daw Khaung Nwal,F,34,Lhaovo National Unity and Development Party (LNUDP),18905,1317,20222,606,49,655,0.0324,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Ah Htin@Naw Lawl1FALSE,Myanmar,3574,State and Region Hluttaw,Kachin ,MMR001,MMR001015,Sumprabum,,,S/R_Kachin_Sumprabum (2),,823,487,39,526,0.6391,42,0,42,U Ah Htin@Naw Lawl,M,1,National League for Democracy (NLD),456,28,484,104,5,109,0.2252,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU S Kam Phan12FALSE,Myanmar,3583,State and Region Hluttaw,Kachin ,MMR001,MMR001012,Momauk,,,S/R_Kachin_Momauk (2),,26225,17218,1479,18697,0.7129,934,63,997,U S Kam Phan,M,12,Kachin State Democracy Party,16364,1336,17700,546,13,559,0.0316,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU H La Aung1TRUE,Myanmar,3584,State and Region Hluttaw,Kachin ,MMR001,MMR001009,Hpakant,,,S/R_Kachin_Hpakant (1),,32712,17777,1091,18868,0.5768,989,74,1063,U H La Aung,M,1,National League for Democracy (NLD),17245,560,17805,7577,109,7686,0.4317,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,1,National League for Democracy (NLD),M,17072,70, Company,Not Identifiable,0,AGTI (mining),AGTI,Diploma,High School,Kachin,Christian,Thitar Ward ,Urban,U Chinan,Kachin,Christian,Daw Htain Lai Lu,Kachin,Christian
State and Region HluttawKachin StateU San Wai Khaung Lwan1FALSE,Myanmar,3585,State and Region Hluttaw,Kachin ,MMR001,MMR001006,Tsawlaw,,,S/R_Kachin_Tsawlaw (1),,1671,945,299,1244,0.7445,114,1,115,U San Wai Khaung Lwan,M,1,National League for Democracy (NLD),864,265,1129,182,54,236,0.209,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateDaw Moon Moon Pan7FALSE,Myanmar,3586,State and Region Hluttaw,Kachin ,MMR001,MMR001008,Mogaung,,,S/R_Kachin_Mogaung (1),,42692,22639,2532,25171,0.5896,1283,7,1290,Daw Moon Moon Pan,F,7,National Democratic Force (NDF),21349,2532,23881,531,49,580,0.0243,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateDr. Daw Nang Zein Lu Aww12FALSE,Myanmar,3587,State and Region Hluttaw,Kachin ,MMR001,MMR001004,Tanai,,,S/R_Kachin_Tanai (2),,14888,7553,900,8453,0.5678,586,2,588,Dr. Daw Nang Zein Lu Aww,F,12,Kachin State Democracy Party,7054,811,7865,484,57,541,0.0688,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Ar Li2FALSE,Myanmar,3588,State and Region Hluttaw,Kachin ,MMR001,MMR001003,Injangyang,,,S/R_Kachin_Injangyang (2),,701,430,4,434,0.6191,48,0,48,U Ar Li,M,2,Union Solidarity and Development Party (USDP),383,3,386,72,3,75,0.1943,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Nyein Shwe15FALSE,Myanmar,3589,State and Region Hluttaw,Kachin ,MMR001,MMR001009,Hpakant,,,S/R_Kachin_Hpakant (1),,32712,17777,1091,18868,0.5768,989,74,1063,U Nyein Shwe,M,15,Tai-Leng Nationalities Development Party (T.N.D.P),17245,560,17805,1016,26,1042,0.0585,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Mya Thein1TRUE,Myanmar,3580,State and Region Hluttaw,Kachin ,MMR001,MMR001011,Shwegu,,,S/R_Kachin_Shwegu (2),,27026,19886,2103,21989,0.8136,1071,0,1071,U Mya Thein,M,1,National League for Democracy (NLD),19886,1032,20918,11348,324,11672,0.558,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,1,National League for Democracy (NLD),M,20778,60,Advocate,Own business,0,B.Sc (Botany),B.Sc,Bachelor,Bachelor,Bamar,Buddhist,Not Available,Not Available,U Sein,Bamar,Buddhism,Daw Mya Ngwe,Bamar,Buddhism
State and Region HluttawKachin StateU Sai Inn9FALSE,Myanmar,3566,State and Region Hluttaw,Kachin ,MMR001,MMR001002,Waingmaw,,,S/R_Kachin_Waingmaw (1),,32984,20303,1334,21637,0.656,1415,0,1415,U Sai Inn,M,9,Shan Nationalities League for Democracy (SNLD),18905,1317,20222,1968,52,2020,0.0999,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Mya Aung3FALSE,Myanmar,3564,State and Region Hluttaw,Kachin ,MMR001,MMR001002,Waingmaw,,,S/R_Kachin_Waingmaw (1),,32984,20303,1334,21637,0.656,1415,0,1415,U Mya Aung,M,3,National Unity Party (NUP),18905,1317,20222,1343,135,1478,0.0731,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Sai Aung12FALSE,Myanmar,3563,State and Region Hluttaw,Kachin ,MMR001,MMR001009,Hpakant,,,S/R_Kachin_Hpakant (2),,56776,36165,1302,37467,0.6599,1563,36,1599,U Sai Aung,M,12,Kachin State Democracy Party,35365,503,35868,2160,37,2197,0.0613,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Za Khone Khaung Lwan@Khaung Gal34FALSE,Myanmar,3562,State and Region Hluttaw,Kachin ,MMR001,MMR001006,Tsawlaw,,,S/R_Kachin_Tsawlaw (1),,1671,945,299,1244,0.7445,114,1,115,U Za Khone Khaung Lwan@Khaung Gal,M,34,Lhaovo National Unity and Development Party (LNUDP),864,265,1129,85,18,103,0.0912,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateDr. Ka Ywal Jar56FALSE,Myanmar,3561,State and Region Hluttaw,Kachin ,MMR001,MMR001012,Momauk,,,S/R_Kachin_Momauk (1),,16178,9053,728,9781,0.6046,407,36,443,Dr. Ka Ywal Jar,M,56,Unity and Democracy Party of Kachin State (UDPKS),8630,708,9338,689,71,760,0.0814,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Moe Naing15FALSE,Myanmar,3560,State and Region Hluttaw,Kachin ,MMR001,MMR001012,Momauk,,,S/R_Kachin_Momauk (2),,26225,17218,1479,18697,0.7129,934,63,997,U Moe Naing,M,15,Tai-Leng Nationalities Development Party (T.N.D.P),16364,1336,17700,823,32,855,0.0483,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Htwal Aung21FALSE,Myanmar,3559,State and Region Hluttaw,Kachin ,MMR001,MMR001003,Injangyang,,,S/R_Kachin_Injangyang (1),,707,504,100,604,0.8543,72,0,72,U Htwal Aung,M,21,The Kachin National Congress for Democracy,433,99,532,33,3,36,0.0677,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU La Ban Naw12FALSE,Myanmar,3576,State and Region Hluttaw,Kachin ,MMR001,MMR001011,Shwegu,,,S/R_Kachin_Shwegu (2),,27026,19886,2103,21989,0.8136,1071,0,1071,U La Ban Naw,M,12,Kachin State Democracy Party,19886,1032,20918,797,17,814,0.0389,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateDaw Khin Htay Myint15FALSE,Myanmar,3557,State and Region Hluttaw,Kachin ,MMR001,MMR001011,Shwegu,,,S/R_Kachin_Shwegu (1),,27039,18883,1447,20330,0.7519,733,0,733,Daw Khin Htay Myint,F,15,Tai-Leng Nationalities Development Party (T.N.D.P),18516,1081,19597,140,19,159,0.0081,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Tun Shein3FALSE,Myanmar,3591,State and Region Hluttaw,Kachin ,MMR001,MMR001010,Bhamo,,,S/R_Kachin_Bhamo (2),,38219,27248,885,28133,0.7361,1507,34,1541,U Tun Shein,M,3,National Unity Party (NUP),25709,883,26592,1768,64,1832,0.0689,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU In Gun Naw Jar21FALSE,Myanmar,3567,State and Region Hluttaw,Kachin ,MMR001,MMR001003,Injangyang,,,S/R_Kachin_Injangyang (2),,701,430,4,434,0.6191,48,0,48,U In Gun Naw Jar,M,21,The Kachin National Congress for Democracy,383,3,386,35,0,35,0.0907,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Saing Sai Lin9FALSE,Myanmar,3568,State and Region Hluttaw,Kachin ,MMR001,MMR001012,Momauk,,,S/R_Kachin_Momauk (1),,16178,9053,728,9781,0.6046,407,36,443,U Saing Sai Lin,M,9,Shan Nationalities League for Democracy (SNLD),8630,708,9338,787,68,855,0.0916,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU In Daung Jar Naw@Nay Tun Aung5FALSE,Myanmar,3569,State and Region Hluttaw,Kachin ,MMR001,MMR001002,Waingmaw,,,S/R_Kachin_Waingmaw (2),,31085,19578,1299,20877,0.6716,579,0,579,U In Daung Jar Naw@Nay Tun Aung,M,5,Individual,19048,1250,20298,1431,222,1653,0.0814,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Aung Thin@U Zaw Thin1TRUE,Myanmar,3570,State and Region Hluttaw,Kachin ,MMR001,MMR001010,Bhamo,,,S/R_Kachin_Bhamo (1),,46010,31147,3010,34157,0.7424,2273,20,2293,U Aung Thin@U Zaw Thin,M,1,National League for Democracy (NLD),29156,2708,31864,15118,900,16018,0.5027,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,1,National League for Democracy (NLD),M,19727,62,Farmer,Own business,0,Grade (10),B.E.H.S,B.E.H.S,High School,Shan/Bamar,Buddhist,"Naung Oo Ward,Naung Kho Village Track",Rural,U Than Pe,Shan/Bamar,Buddhism,Daw Nan Mi,Shan/Bamar,Buddhism
State and Region HluttawKachin StateDaw Saing Gyar21FALSE,Myanmar,3571,State and Region Hluttaw,Kachin ,MMR001,MMR001007,Mohnyin,,,S/R_Kachin_Mohnyin (1),,74860,44630,5676,50306,0.672,1457,534,1991,Daw Saing Gyar,F,21,The Kachin National Congress for Democracy,43621,4694,48315,401,50,451,0.0093,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Nyunt Aung2FALSE,Myanmar,3572,State and Region Hluttaw,Kachin ,MMR001,MMR001007,Mohnyin,,,S/R_Kachin_Mohnyin (1),,74860,44630,5676,50306,0.672,1457,534,1991,U Nyunt Aung,M,2,Union Solidarity and Development Party (USDP),43621,4694,48315,8940,1975,10915,0.2259,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Law Phyan9FALSE,Myanmar,3573,State and Region Hluttaw,Kachin ,MMR001,MMR001012,Momauk,,,S/R_Kachin_Momauk (2),,26225,17218,1479,18697,0.7129,934,63,997,U Law Phyan,M,9,Shan Nationalities League for Democracy (SNLD),16364,1336,17700,3244,66,3310,0.187,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Swet Saing15FALSE,Myanmar,3558,State and Region Hluttaw,Kachin ,MMR001,MMR001013,Mansi,,,S/R_Kachin_Mansi (2),,13481,8528,148,8676,0.6436,542,0,542,U Swet Saing,M,15,Tai-Leng Nationalities Development Party (T.N.D.P),7989,145,8134,486,9,495,0.0609,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateDaw Bauk Jar2FALSE,Myanmar,3513,State and Region Hluttaw,Kachin ,MMR001,MMR001015,Sumprabum,,,S/R_Kachin_Sumprabum (1),,1111,668,134,802,0.7219,17,0,17,Daw Bauk Jar,F,2,Union Solidarity and Development Party (USDP),655,130,785,232,45,277,0.3529,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateDaw Tin Tin56FALSE,Myanmar,3537,State and Region Hluttaw,Kachin ,MMR001,MMR001013,Mansi,,,S/R_Kachin_Mansi (2),,13481,8528,148,8676,0.6436,542,0,542,Daw Tin Tin,F,56,Unity and Democracy Party of Kachin State (UDPKS),7989,145,8134,712,22,734,0.0902,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Yar Ni2FALSE,Myanmar,3536,State and Region Hluttaw,Kachin ,MMR001,MMR001014,Puta-O,,,S/R_Kachin_Puta-O (1),,20674,12203,2256,14459,0.6994,2009,56,2065,U Yar Ni,M,2,Union Solidarity and Development Party (USDP),11170,1224,12394,2197,533,2730,0.2203,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU La Yein21FALSE,Myanmar,3535,State and Region Hluttaw,Kachin ,MMR001,MMR001002,Waingmaw,,,S/R_Kachin_Waingmaw (1),,32984,20303,1334,21637,0.656,1415,0,1415,U La Yein,M,21,The Kachin National Congress for Democracy,18905,1317,20222,679,36,715,0.0354,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Dwan Phaw Mar Gun12FALSE,Myanmar,3518,State and Region Hluttaw,Kachin ,MMR001,MMR001004,Tanai,,,S/R_Kachin_Tanai (1),,12424,5425,1387,6812,0.5483,153,2,155,U Dwan Phaw Mar Gun,M,12,Kachin State Democracy Party,5347,1310,6657,470,32,502,0.0754,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Sai Naw Kham8FALSE,Myanmar,3517,State and Region Hluttaw,Kachin ,MMR001,MMR001013,Mansi,,,S/R_Kachin_Mansi (1),,18859,14745,377,15122,0.8018,871,13,884,U Sai Naw Kham,M,8,Shan Nationalities Democratic Party (SNDP),13874,364,14238,1535,15,1550,0.1089,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Yal Khaung7FALSE,Myanmar,3516,State and Region Hluttaw,Kachin ,MMR001,MMR001002,Waingmaw,,,S/R_Kachin_Waingmaw (2),,31085,19578,1299,20877,0.6716,579,0,579,U Yal Khaung,M,7,National Democratic Force (NDF),19048,1250,20298,246,7,253,0.0125,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateDaw Moe Kham8FALSE,Myanmar,3538,State and Region Hluttaw,Kachin ,MMR001,MMR001012,Momauk,,,S/R_Kachin_Momauk (1),,16178,9053,728,9781,0.6046,407,36,443,Daw Moe Kham,F,8,Shan Nationalities Democratic Party (SNDP),8630,708,9338,898,34,932,0.0998,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateDaw Lwan Lan2TRUE,Myanmar,3514,State and Region Hluttaw,Kachin ,MMR001,MMR001006,Tsawlaw,,,S/R_Kachin_Tsawlaw (1),,1671,945,299,1244,0.7445,114,1,115,Daw Lwan Lan,F,2,Union Solidarity and Development Party (USDP),864,265,1129,267,131,398,0.3525,TRUE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,2,Union Solidarity and Development Party (USDP),F,26047,45,CEC Of USDP(Additional Member),Politician,0,M.Sc(Maths),M.Sc,Master,Master,Lhaovo,Christian,Myotma Ward,Urban,U Shi Zaw Shaung Lwine,Lhaovo,Christian,Daw Khong Naw,Lhaovo,Christian
State and Region HluttawKachin StateDaw Khin Ohne Myint15FALSE,Myanmar,3539,State and Region Hluttaw,Kachin ,MMR001,MMR001013,Mansi,,,S/R_Kachin_Mansi (1),,18859,14745,377,15122,0.8018,871,13,884,Daw Khin Ohne Myint,F,15,Tai-Leng Nationalities Development Party (T.N.D.P),13874,364,14238,1044,12,1056,0.0742,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateDaw Khin Than Nwet3FALSE,Myanmar,3512,State and Region Hluttaw,Kachin ,MMR001,MMR001011,Shwegu,,,S/R_Kachin_Shwegu (2),,27026,19886,2103,21989,0.8136,1071,0,1071,Daw Khin Than Nwet,F,3,National Unity Party (NUP),19886,1032,20918,1165,37,1202,0.0575,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Aung Myo Naing7FALSE,Myanmar,3511,State and Region Hluttaw,Kachin ,MMR001,MMR001011,Shwegu,,,S/R_Kachin_Shwegu (2),,27026,19886,2103,21989,0.8136,1071,0,1071,U Aung Myo Naing,M,7,National Democratic Force (NDF),19886,1032,20918,414,16,430,0.0206,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
State and Region HluttawKachin StateU Phaw Lar Kam Phan56FALSE,Myanmar,3510,State and Region Hluttaw,Kachin ,MMR001,MMR001012,Momauk,,,S/R_Kachin_Momauk (2),,26225,17218,1479,18697,0.7129,934,63,997,U Phaw Lar Kam Phan,M,56,Unity and Democracy Party of Kachin State (UDPKS),16364,1336,17700,333,35,368,0.0208,FALSE,Email Data Sharing\Ko Zaw Min Oo\collection data for election (for KNW) via USB stick\Election result data\Election Result Data for State and Region (JP edited).xlsx,,,,,,,,,,,,,,,,,,,,,,
